text,label,location,disaster
Heads up! Slightly stronger winds today combined with dry fuels and relative humidity values 30 or less will result in Elevated Fire Weather conditions across the entire Mid-South today. Here are some tips on how to prevent wildfires.,1,Mid-South,wildfire
"DEVELOPING: Several agencies were responding Wednesday afternoon to reports of a wildfire near the Town of Frisco, which has forced the closure of at least two trailheads in the area. #COFire",1,Town of Frisco,wildfire
"Only women can get pregnant.

Some women cant get pregnant.
Those women are still women.

No man can get pregnant.
Ever. 

Thanks for coming to my TED talk.",0,,
"if you think trees are a good place to sequester carbon, I recommend you look at the Canadian wildfire map.",1,Canada,wildfire
"TRIGGERED: Justin Trudeau, angry at being called out by Pierre Poilievre who used PBO figures to show carbon tax costs 1,674 after stating the rebate is 1,120 resorts to unhinged rant about floods, droughts  wildfires to distract his from lie its not a net tax on Canadians.",0,,
NEW: Two former Trump White House officials told me they had to show voter data to Trump to get him to release disaster funding to CA wildfire victims. He released it after learning that he had as many GOP supporters in Orange Co. as he did in Iowa.,1,CA,wildfire
They're trying to tell us that THIS is caused by wildfires?!?! More like the wildfires were caused to cover up whatever TF is happening with the sun.,0,,wildfires
"Keep in mind, the heatwaves, wildfires, droughts happening across the world are within ""safe"" climate change of 1.2C warming. We are on course to double that. 

There is no time to waste. Break free from fossil fuels. #ActOnClimate 

#climate #energy",1,,"heatwaves, wildfires, droughts"
"Snow unexpectedly met the raging wildfires in Texas, and some Texans interpreted it as a divine blessing.

Always keep in mind that no matter the challenges posed by evil, God has a greater and superior plan in store for you.

God's ways are often mysterious and beyond our",1,Texas,wildfires
"Climate change DID NOT CAUSE Maui's wildfires, or ANY wildfires. That's PROPAGANDA. Here are the FACTS:

In the US, humans cause 85 of wildfires.

In Hawaii, it's 98 and wildfires burn 20k acres a year.

Land burned worldwide has DECLINED since 1905 (record LOW last year).",1,Maui,wildfires
"Remember this summer - the record break heatwaves, the record wildfires, record floods, record temperatures? Let's ensure that this summer is the last reminder we needed before we did something about it.

No time to waste. #ActOnClimate

#climate #energy #renewables",1,,
"#PODCAST:

A particularly harsh wildfire season in Brazil's Pantanal has caused major impacts on the population of jaguars, the biome's most emblematic species. We speak to a big cat expert to find out more.",1,Brazil's Pantanal,wildfire
Guess who legalized the sale of raw milk this year? Delaware. Democrats voted for it. So you can take that smug know-it-all tone somewhere else.,0,,
"We're doing this 4 hours from now!

Spread it around like WILDFIRE!

Cheers baby, CHEERS!",0,,
"The Ghost Show will be LIVE tonight at 8:00pm(ish) CST.

Let's steal the night with some good 'ole Internet Tom Foolery and Radio Graffiti.

We'll also be remembering Maria Maria, WE ALL WILL MISS HER DEARLY!

Cheers baby, CHEERS!",0,,
"From our archives: Despite declining rainfall, many drylands are getting greener, nourished by extra carbon dioxide in the air. 

Scientists warn that the added vegetation may soak up scarce water, displace desert wildlife, and fuel wildfires.",0,,
"Scotland January Wildfires

From SKY News:  

Wildfires have been reported in Lochinver, Scotland, following January's hottest ever temperature being recorded in the UK

Scotland is absolutely FREEZING  very very WET - anyone else see a problem with this?",1,Scotland,Wildfires
Analysis of #CopernicusAtmosphere GFAS daily  monthly fire intensityemissions shows Brazil  average between July-September but Bolivia  average for every month of 2024 (particularly notable since July). Data available from  #wildfire,0,"Brazil, Bolivia",
#CopernicusAtmosphere aerosol optical depth analyses  since 1 October 2024 show widespread smoke pollution from fires across South America gradually easing as the season comes to an end through the second half of the month,1,South America,fires
DEVELOPING: Crews work to contain 2 #NewJersey wildfires under exceptionally dry and warm weather conditions -,1,New Jersey,wildfires
"In this special episode of the For The Gospel podcast, Conrad Mbewe sits down with Costi Hinn to talk about the exportation of the prosperity gospel from North America to Africa and the havoc it wreaks as it continues to spread like wildfire.

Watch:",0,,
"Gender dysphoria is a mental health condition, but there's a deeper problem: mental health problems are spreading like wildfire because people hunger for a greater identity that's utterly missing today.",0,,
"#BREAKING: Evacuations are underway at Nuclear Weapons Facility Amid Approaching fast Wildfires causing them to halt all operations

#CarsonCounty  #Texas 

Currently, evacuations are underway at the Pantex nuclear weapons facility in Carson County, Texas, due to rapidly",1,"Carson County, Texas",Wildfires
"Views from Yankees Stadium after the Canada wildfires 

(via 
@BrendanKutyNJ
)",1,Yankees Stadium,Canada wildfires
"The rumour that part of Waheed Alli's donations to Starmer and his wife was spent on purchasing her UNDERWEAR is now spreading like wildfire.

A mainstream journalist has to ask this question to him directly if it is the case.

If it is the case, then he clearly has to resign.",0,,
"More than 11,000 people were ordered to evacuate as an uncontrolled wildfire in the San Bernardino Mountains continued to grow on Monday. Since Sept. 5, the blaze, known as the Line fire, has burned more than 20,500 acres in San Bernardino County.",1,San Bernardino Mountains,wildfire
"Anti-Israel student protesters are now occupying the California State Polytechnic University.

They have barricaded the entrance with couches, chairs and desks.

What started in Columbia is spreading like wildfire across the country
@V24Investigates",0,California State Polytechnic University,
"an incredibly Manhattan photo atop the 
@nytimes
 wildfire smoke coverage...",0,,
"What a vicious lie.
I doubt anyone buys it unless they really want to, but just in case
Theres nothing that US military equipment would do to help Hawaiians suffering from wildfires.
Theyre not trade-offs. America can, and should, do both. Cutting one wouldnt help the other.",1,Hawaii,wildfires
"The United Kingdom is on the brink of exploding.

This is in Hull. Protests have spread like wildfire across the country. People are fed up and tired and furious.",0,"Hull, United Kingdom",
"Can a seasonal flu shot protect you against H5N1 bird flu? The CDC says no, but several studies indicate otherwise, that it could offer partial protection.",0,,
"Hyderabad, let the excitement spread like wildfire! Get ready for an unforgettable moment as our all-time favorite, 
@Suriyaoffl
, joins us to share thrilling updates about #Kanguva! 

 24th Oct, @ 5 PM
AMB Cinemas, Hyderabad

Book your passes now :",0,Hyderabad,
Orchard trees struggle under wildfire smoke in Californias Central Valley. Some of your favorite nuts might be at risk.,1,Californias Central Valley,wildfire
"Austin has gone more than 40 days without measurable rainfall, increasing the risk of wildfires.",1,Austin,wildfires
"If you need more evidence our current government hates us, we're sending more tax payer money to Ukraine when we have people in parts of the US who've lost everything after the hurricanes  wildfires.",1,US,hurricanes wildfires
"Today, I am announcing the delivery of 425 million of support for Ukraine's defense. The United States and more than 50 nations stand united with Ukraine, and this support will ensure continued robust support in the months ahead.",0,Ukraine,
More people across the U.S. are exposed to the risk of natural hazards and dangerous heat as climate change is amplifying extreme weather. A New York Times analysis shows where.,0,U.S.,
"Is this our first Extinction Summer? They're calling it a global heatwave. Temperature records are shattered. Floods roar globally, and so do wildfires.

There are 3 things everyone should understand right now about our civilization, its climate, and where we go from here. 16",1,,"global heatwave, floods, wildfires"
"We should all be furious that as a summer of climate fueled event wreaks havok on our planet more isn't being done to stem the tide.

Record heatwaves, record floods, record droughts, record wildfires. How many more records before we #ActOnClimate?

#climate #renewables",1,,
"JUST IN: Massive wildfires approaching Villa Carlos Paz in Argentina..

The size of this is truly terrifying..",1,"Villa Carlos Paz, Argentina",wildfires
"Remember - the wildfires, the droughts, floods, heatwaves happening across the world are within ""safe"" climate change (1.2C warming). We are on course to double that.

No time to waste. Break free from fossil fuels. #ActOnClimate 

#climate #energy #renewables #GreenNewDeal",1,,
"The Bachelor Complex on the Deschutes National Forest in Oregon received precipitation across the fire area. 
#orfire #wildfire #orwx #bend 
Last mapped at 15,525 acres, most of the remaining work is on the Little Lava Fire. Crews are continuing hazard tree mitigation and back",1,Oregon,wildfire
"I am inspired by Roslyn's grassroots approach to wildfire prevention. 

Im proud to do my part by introducing a bill to authorize 300 million for more prescribed burns on federal, state, and private lands to help prevent wildfires. #WA08 #waelex",0,,
"Top Climate Scientist Says Wildfires Caused by WEF Arsonists, Not Global Warming:",0,,
"The 2023 Canadian wildfire season has been unprecedented:
 
- 5 of Canada's forest area burned
- 43 million acres of forest scorched, greater than the size of Florida
- 3x more carbon produced than previous record wildfire year
- 2.5x more acres burned than previous record year",1,Canada,wildfire
"BREAKING: Top North Carolina newspaper shreds Donald Trump for his ""shameful"" spreading of dangerous ""falsehoods"" about the federal response to Hurricane Helene to smear Kamala Harris.

This is spreading like wildfire and MAGA is furious...

""This is not a situation to capitalize",1,North Carolina,Hurricane Helene
"The part of Hawaii that got destroyed by  the wildfires was a prime land next to luxury mega mansions.
How the hell the fire knew to avoid the part of the island where these celebrities have their multi million dollar houses?",1,Hawaii,wildfires
"zmir'deki yangn kontrol altna alnamyor. Acilen su tankerleri ve i makinelerine ihtiya var. Yangn ok byk, mdahale yetersiz! Hemen uluslararas destek ars yaplmal!

The wildfire in zmir is out of control. Water tankers and heavy machinery are urgently needed. The",1,zmir,wildfire
"BREAKING: 

Happening now in Montreal, Quebec, Canada!

McGill University students join the global uprising for a free Palestine.

The university encampment protests against Israels genocide are spreading like wildfire worldwide.",0,"Montreal, Quebec, Canada",
A wildfire is burning on the eastern side of the Wichita Mountains Wildlife Refuge in Oklahoma. See our map of wildfires burning in Oklahoma.,1,"Wichita Mountains Wildlife Refuge, Oklahoma",wildfire
"Canada's forests are no longer a safe and stable reserve of carbon for the planet.

Since 2000, wildfires in Canada worsened by the warming weather have emitted far more carbon dioxide than intact forests have drawn down.

Past a tipping point.

We are in a climate emergency.",1,Canada,wildfires
Latest from @bsaxifrage is a jaw dropping analysis of Canada's forest emissions in the context of this hellish fire season. What was once a valuable carbon sink helping pull CO2 from the atmosphere has for decades been a driver of our worsening climate.,1,Canada,fire
"A wildfire that has been burning in Southern California for nearly a month flared up over the weekend, forcing another round of evacuations. The fire, known as the Line fire, had burned through about 43,000 acres and was 80 contained, officials said.",1,Southern California,wildfire
"This year is on pace to be the hottest on record, creating not just conditions that fuel fires, but also a blistering environment for the people who fight them. We followed firefighters as they battled a 17,000-acre fire in 103-degree heat this month.",1,,fire
"Trump openly threatens to withhold Californias wildfire funding as punishment:

""We'll say, Gavin, if you don't do it we're not giving you any of that fire money that we send you all the time for all the forest fires that you have. It's not hard to do.""",1,California,wildfire
"In January, 
@PatLohmann
 and I reported that FEMA worked behind the scenes to avoid paying for ""non-economic damages"" after NM's largest wildfire.

After our reporting, lawmakers started asking Qs.

Now, it looks like a judge will take the victims' side.",1,NM,wildfire
"Alarm bells ring for South America's forests!

Wildfires scorch millions of hectares across the Amazon and beyond. ""The Amazon is being set on fire,"" warns Indigenous leader Patricia Gualinga.

Let's protect this vital ecosystem!
@shannahanbury",1,South America,Wildfires
"Firefighter killed while battling brush fires that erupted in Vernon and on Lamentation Mountain in Berlin, #Connecticut

VC: Greg Balicki

#Bushfire #USwx #Berlin #Wildfire #Forestfire #Fire #Grassfire #Weather #Viral #Climate",1,Connecticut,brush fires
How many smoke-related deaths from wildfires are linked to climate change every year? (Canada),1,Canada,wildfires
"LOOK: Former vice president Leni Robredo was seen delivering relief goods while submerged in deep floods in Abella, Naga City. (: Egine Oquindo Baral)  via @JervisManahan",1,Naga City,floods
"In Syria, 17 hours after the earthquake devastated the region, this 7-year-old girl was found under the rubble with her hand over her little brother's head to protect him. Both made it out safely.",1,Syria,earthquake
"#BREAKING: BILL GATES HOLDS A HURRICANE MODIFICATION PATENT

The Master of geo-engineering holds a hurricane patent that can TAME a hurricane, STRENGTHEN them and STEER them.

""Gates is listed as one of the INVENTORS on a patent for hurricane methods.""

Gates  his",0,,
Dnyann en tatl ev arkadaln yaayan ikili (flood),0,,flood
caused an earthquake to the fandom when this happened. I MISS THEM,0,,
"WHY IS NO ONE TALKING ABOUT THE ELK FIRE IN WYOMING??? While Florida braces for Hurricane Milton, 75,000 acres have already burned. What is happening in America?",1,"Wyoming, Florida, America","Elk Fire, Hurricane Milton"
gelmi gemi en iyi flood olabilir,0,,
This is the aftermath of the earthquake that happened in Pasadena that shook all throughout LA today.  Please keep Angelenos in your prayers,1,"Pasadena, LA",earthquake
Never leave your pets behind during hurricanes..,0,,hurricanes
A man drives against the flood to rescue a family,1,,flood
"#sismo reportado por los usuarios de la app Sismo Detector a 17km de #Tacna, Per. 104 reportes en un radio de 197km. Descarga la app desde  para recibir alertas en tiempo real",1,"Tacna, Peru",earthquake
Taylor Swift has donated 5 MILLION to Hurricane Helene and Milton relief efforts.,1,Milton,Hurricane Helene
zellikle  kadnlarn okumasi gereken bir flood,0,,
"COULD THIS REALLY BE A COINCIDENCE?? 
#deleted #earthquake",1,,earthquake
"Floridians AFTER a hurricane.

Wait for the ending",0,Florida,hurricane
Heres a 1 minute glimpse of the incredible flash flood today on highway 163 between Mexican hat  Valley Of The Gods in far southeastern Utah. Incredible amount of water! This was from the same supercell that dropped golf ball size hail on lake mead #utwx,1,"highway 163 between Mexican hat Valley Of The Gods, southeastern Utah",flash flood
There is a deeply sinister Legacy Media Blackout  cover up over the true loss of life  damage caused by Hurricane Helene in North Carolina  Tennessee.,1,"North Carolina, Tennessee",Hurricane Helene
Como enfrentarias un terremoto de M9.5 con 10 minutos de duracin?,1,,terremoto
"BREAKING: Hurricane Kristy has become a borderline Category 5 Hurricane, with maximum sustained wind speeds at 155 MPH in the Pacific Ocean.

This was originally Tropical Storm Nadine in the Atlantic Ocean. Wow",1,Pacific Ocean,Hurricane Kristy
"Xinjiang, China - Earthquake

Holy crap - here we go again

Hundreds of local residents in China reporting seeing this strange red glow in the sky right before a 5.8 magnitude Earthquake hit the region.

Truth is stranger than fiction",1,"Xinjiang, China",Earthquake
"Floodgates, also called stop gates, are adjustable gates used to control water flow in flood barriers, reservoirs, rivers, and streams
 
This is an unusual way to open one",1,,
"Momento en que un sacerdote imparte su bendicin a un grupo de jvenes, momentos antes de que estos participen en las protestas.",0,,
Hurricane Season means discounts season,0,,
Mevlana sevgisi ile balayan Konya anlar derlemesi,0,,
"#Milton is the fastest Atlantic hurricane to intensify from a Tropical Depression to a Category 5 Hurricane, taking just over 48 hours. This animation shows Milton as it intensified, with the heaviest rains (red) concentrated near the center.",1,Atlantic,hurricane
"1000 Years, 6 major earthquakes and still standing strong with 0 inclination.

Where are the Wonders of the world ?
Watch till the end",0,,earthquakes
"OPEN THE FLOOD GATES 
 BULLISH AF FOR XDC 

FUTURE POTENTIAL FOR XDC ETF  ETP",0,,
The force of the hurricane hit the roof,1,,hurricane
High tide in Suva City tonight,0,Suva City,High tide
Slo les recuerdo,0,,
"LOOK: Camarines Sur 5th District Representative Miguel Luis Villafuerte, in a video uploaded Thursday night, October 24, shows him handing out cash to flood victims in the storm-battered province. #KristinePH (: VillafuerteFacebook)",1,Camarines Sur,flood
"On this day in 2005: Category 3 Hurricane Wilma made landfall in southwest Florida

Who remembers this hurricane?",1,southwest Florida,Hurricane Wilma
"#BREAKING: Joe Biden just QUIT on live tv, addressed Donald Trump as ""President"" and asked for HIM to help the hurricane victims!

""Help these people.""

Who is the Commander In Chief of the United States right now???",0,,
"When I came to US, 24 years ago, equal number of Indian and Chinese students would come here.

In last 24 years, the incoming Chinese student population has reduced to trickle while Indian population has become a flood. 

Because China spent last 24 years building up their",0,US,
Rooftop swimming pours down the side of a building during Earthquake in the Philippines in 2019,1,Philippines,Earthquake
"EVERYONE ON THE EAST COAST NEEDS TO HEAR THIS. 

According to this gentleman, who actually lives on the water in his sailboat in North Carolina, Hurricane Milton will NOT just stop once it hits the west side of Florida, but it will actually get RE-ENERGIZED once it",1,"East Coast, North Carolina, Florida",Hurricane Milton
I'M NOT SUICIDAL! MAJOR NEWS! FEMA AFFILIATES THREATENING JEREMY HERRELL TO TAKE DOWN REPORTING! SHERIFFS ARE THREATENING ARRESTS OF FEMA AGENTS! #FEMA #Flood #HurricaneHelene #relief,1,,"Flood, Hurricane Helene"
Everyone in NY just now.  #earthquake,1,NY,earthquake
"Two baby monkeys rescued from flood. 

The other one sucks his thumb while waiting for his turn to eat, just like babies do.",1,,flood
"Koryaksky is an active volcano, It lies on the on the Pacific ring of fire also called girdle of fire, a region around much of the rim of the Pacific Ocean where many volcanic eruptions and earthquakes occur

 IG marinamarysina",1,Koryaksky,volcano eruption
"#BREAKING: North Carolina Mayors very own daughter applied for Kamalas 750 FEMA payment and was DENIED.

No relief for Hurricane Helene victims.",1,North Carolina,Hurricane Helene
"Why are they spraying Florida ahead of Hurricane Milton?

What could possibly be the purpose unless nefarious... 
The sky was clearing after yesterday rains, but the aircraft started spraying to ensure maximum rainfall, just like they did over Asheville!
Crimes against humanity!!",1,Florida,Hurricane Milton
"During the Congress regime, the Water Resources Budget was 250 Cr, which has now increased to 2000 Cr , resulting in the ability to resolve large number of flood related issues.",0,,flood
"Last year one of the most devastating Earthquakes in history killed over 55,000 people in Turkey.

This was filmed just before the Earthquake occurred not far from the Epicentre.",1,Turkey,Earthquake
"BREAKING: SpaceX  T-Mobile have received emergency approval from the FCC to enable Starlink satellites with direct-to-cell capability, providing coverage in areas affected by Hurricane.

Soon, people will be able to send texts from their cell phones, even without a network.",1,,Hurricane
te gven ve sevgi dolu bir iliki nasl olur adl flood,0,,
Deprem den hemen nce gelen korkun ses. #Malatya #elaz #earthquake #okkt,1,"Malatya, Elazığ",earthquake
Anna Maria Islands City Pier Bait and Grill Shop is floating out into the ocean after being ripped from the rock by hurricane Milton,1,Anna Maria Islands,hurricane Milton
Small dog rescued from flood waters,1,,flood
"Sucedio en Mxico  Hace das vimos el vdeo de un perrito pasando a ser humano en Chile. Ok, ahora vmonos a Mxico donde un #Orbe se transforma en dos nios.",0,México,
"Vahi doada ekilmi en etkileyici videolar sizin iin derledik. (FLOOD)

1.Bir dakika deyip su iiyorsun, bir dakika sonra farkl bir hayvann midesindesin..",0,,Flood
"Were a three man crew now. My coworker, David, rescuing a cat who took shelter under our car from Hurricane Milton. Im glad someone walking by told us they heard meowing.",1,,Hurricane Milton
Was anyone in California in 1994 when the Northridge earthquake happened? I still remember that to this day. Some scary sht! #earthquake,1,California,Northridge earthquake
"Saving puppies from the flood
 Cortesa",1,Cortesa,flood
#Deprem den hemen nce gelen korkun ses..#Malatya #elaz #earthquake,1,Malatya,earthquake
"I don't know who needs to hear this, but if you're in the path of #HurricanMilton , do NOT TIE YOUR DOGS OR CATS UP OR LEAVE THEM IN A CRATE.  THEY WILL DIE. THEY ARE FAMILY, KEEP THEM SAFE
#florida #Hurricane #Petsarefamily",1,Florida,Hurricane Milton
"Kind men rescue a dog that was left behind in a home during floods..

Thank you..",1,,floods
"ARE YOU KIDDING ME! 

One week after getting its second major hurricane in a row, its now reported that FLORIDA currently has LESS people without power than CALIFORNIA!

DeSantis  Newsom.",1,FLORIDA,hurricane
"#AllyCarter #diddy 
WE think we are ready for disclosure but are we? 
Ally Carter ""...The Next ARREST will crush the world..."" 
Prepare for fires, earthquakes, floods, riots, cyber attacks, communication blackouts...?!",1,,"fires, earthquakes, floods, riots, cyber attacks, communication blackouts"
"JD Vance: Biden has forgotten about rural communities like the county where my family is from

FACT CHECK: President Biden visited this exact same county 2 years ago after it was devastated by floods. While Trump wants to give billionaires tax handouts, President Biden is",1,Biden visited this exact same county,floods
This is a powerful video with truth that wont be heard from the mediaOnly 90 people have died from  hurricane Helene. Theres a special place in  for the all the people in the media who continue to lie about this. Entire families are gone. You know the media will not,1,,hurricane Helene
"this is the greatest transformation in all of anime idc. the music, the climate changing around him, the earthquakes being felt around the world, the physical pain in his voice because this form takes so much out of him. its perfect",0,,
"Unreal

Just 24 hours after announcing they will flood Canada with 1,485,000 more migrants by 2026, Liberal Mass Immigration Minister Marc Miller admits there isnt enough housing for these people: winters coming and theres some folks who dont have roofs over their heads.",0,Canada,
"This man finds a survivor THREE WEEKS after Hurricane Helene on the creek bed of Western North Carolina.

There are still people trapped in remote areas. But there is still hope as we can see from this video.",1,Western North Carolina,Hurricane Helene
"9. Emergency helmets for earthquake in Japan..

its design to protect the spine and upper vital organs. It will cover your shoulders and most of your back .",1,Japan,earthquake
The size of flood tunnels under Tokyo,1,Tokyo,flood
"BREAKING: We have video evidence of what weve been saying all along. This hurricane was a LAND GRAB for the Lithium  White Quartz 

NC Gov. Roy Cooper says Some areas you just shouldnt build backweve been able to convince people that BUYOUTS ARE BETTER

HOLY SHT",1,NC,hurricane
,0,,
Scenes from the Dubai floods,1,Dubai,floods
From the edge of the hurricane. Finding God in the storm.,1,,hurricane
The simpsons  Ellos saben que slo quedan cuatro aos.,0,,
"Powerwall 3 is flood resistant in over 2 ft (70 cm) of water, keeping your home powered even in the most severe weather",0,,
downtown Tampa at the moment before hurricane milton hits.  hes currently on lap 4,1,downtown Tampa,hurricane Milton
"Deprem an, Malatya'da yerel bir kanaln canl yaynna yansd.

#earthquake #okkt",1,Malatya,Deprem
Sevdii ocua sonunda almaya karar veren kzn duvara taslama floodu,0,,
"A somewhat unexpected situation is unfolding in the Atlantic as Oscar has rapidly intensified into a hurricane, exceeding all expectations. This represents an incredibly rare model failure. Hurricane warnings are now in effect for the Turks and Caicos and SE Bahamas.",1,"Turks and Caicos, SE Bahamas",Hurricane
"It's the 35th anniversary of the Loma Prieta Earthquake. Here's @AaronPeskin calling it a gift from God. 

Vote wisely this November.",1,Loma Prieta,Earthquake
"Flood barriers in Heidelberg, Germany after a recent flooding 
 by NewLibran",1,"Heidelberg, Germany",flooding
Woah Anderson Cooper struck in the face by flying sign while covering Hurricane Milton in Florida,1,Florida,Hurricane Milton
"Canada is burning, except for #Toronto where it's raining so much that it's flooding.

That's why we're launching a new Flood Tax.

The Flood Tax will prevent rain from flowing downhill, because Government can reverse the laws of physics if you just give us more of your money.",1,Toronto,flooding
"I dont give AF what anyone says, but Im convinced hurricane Milton hitting my State of Florida is a Government, Weather Mortification, man-made Hurricane",1,State of Florida,hurricane
Todas las frecuencias positivas se las envo a todos mis seguidores.,0,,
"NOW  500 Jewish people flood the U.S. Capitol singing
Let Gaza live
Free Palestine
Not in our name
Stop genocide

Demanding arms embargo to Israel, a ceasefire, and end to military aid to Israel.",0,,
Rescue team saving dogs from hurricane flood waters,1,,hurricane flood
"Malatya'nn Kale ilesinde meydana gelen deprem, Elazda bulunan bir Eczanenin gvenlik kameralarna byle yansd. 

#earthquake",1,"Malatya, Kale, Elazığ",earthquake
"The flood of Fall colours 

Guess the city",0,,
"Hang in there, Lieutenant Dan! Defeat Hurricane Milton, or Mike Tyson will.",1,,Hurricane Milton
Bible washes up on steps of church from North Carolina floods,1,North Carolina,floods
"#BREAKING: Hurricane PATTY 'Expected' Landfall On ELECTION DAY In FLORIDA! 
(November 4th-5th - Please Share!)

I want to be VERY clear, we have time for this to change BUT this would be completely INSANE if this data stays true!

Patty could easily become a Major Hurricane",1,FLORIDA,Hurricane
"Oceanografa  Si piensas que un ""Megalodon"" no existe. Te presento las siguientes imgenes.",0,,
"te adn hi duymadnz en gzel ehirlerin listesi. (FLOOD)

1. Bergen, Norve",0,,
"In 2010, Ian Gillan and I formed Who Cares to raise funds for a new music school in Gyumri, Armenia. The place had been devastated by a terrible earthquake back in 1988, and they were still struggling to rebuild all those years later. We wanted to do something to help, so we put",1,"Gyumri, Armenia",earthquake
"Our politicians are having sex with little girls in front of Israeli Mossad who use it as blackmail.

- Rick Wiles

Drip, drip  FLOOD",0,,
"The International Space Station just orbited above Hurricane Milton as it is re-intensifying over the southern Gulf of Mexico.

Spectacular view from space.",1,southern Gulf of Mexico,Hurricane Milton
"Elazda deprem srasnda yaanan panik anlar.

Allahm sen ayn aclar,korkular yaatma toprana sakinlik ver.
#elaz  #earthquake",1,Elazığ,earthquake
"Met with Chinese Ambassador Qi Zhenhong today (22), and thankful for his generosity in donating Rs. 30 million as emergency flood relief for those affected by the recent flooding in Sri Lanka. We also discussed long-term flood prevention strategies to protect vulnerable",1,Sri Lanka,flood
"A true love story of a girl who survived the Wenchuan earthquake in Sichuan.

Bless her! Bless them!",1,Sichuan,Wenchuan earthquake
"Founder of Blackwater, Erik Prince:

I provided the Israelis with the ability to flood Gaza.",0,Gaza,
No money for hurricane victims but they have plenty of money for war.,1,,hurricane
just felt like posting a picture of Earthquake,0,,
"Jon Stewart exposes the hypocrisy of Republicans who fearmonger about crime in ""Democrat-run cities"" while enabling the flood of guns into those cities in the first place",0,,
"BREAKING: Hurricane Kristy has become a Category 5 Hurricane, with maximum sustained winds of 160 MPH, and a pressure of 926 MB in the eastern Pacific Ocean. This is the STRONGEST hurricane of the year in this basin.",1,eastern Pacific Ocean,Hurricane Kristy
Bruno fans unaware of the earthquake in Rosnation have started shipping him with Rosie??? (he is single hahaha),1,Rosnation,earthquake
"Omo, songs just dei flood everywhere",0,,
"Im finding it real dmn hard to grasp how anybody can defend Kamala Harris.

There are mommas writing the names of their babies on their stomachs right now in case they go missing during this hurricane and shes on a TV show cracking open beers! 

Kamalas gettin roasted",1,,hurricane
"Smriti Van Earthquake Memorial and Museum , Bhuj, Gujarat",1,"Bhuj, Gujarat",Earthquake
"Donate 50 to sponsor 1 hot meal for affected families and individuals. #KristinePH 

We will be serving hot meals today at San Vicente, Camarines Norte. We already have contact partner willing to cook meals for the flood victims. Please support by donating 50 or 1.",1,"San Vicente, Camarines Norte",flood
"BREAKING: A mysterious black circle was seen flying over Tampa Bay last night before Hurricane Milton made landfall.

What's your reaction?",1,Tampa Bay,Hurricane Milton
"Missouri is preparing for an 8.4 magnitude earthquake. 

Just so happens to be right on the shoreline of the Mississippi river valley",1,"Missouri, Mississippi river valley",earthquake
"PRESIDENT TRUMP IN HURRICANE STRICKEN ASHEVILLE, NC. Watch LIVE on RAV.",1,"Asheville, NC",hurricane
#Ahora  Hablo una cientfica suiza afirmando lo que todos queriamos oir. Bajo el CERN se ha abierto un portal interdimensional por el cual entran y salen seres de otras dimensiones...,0,,
"BREAKING NEWS

The flood disaster in Ladek-Zdroj, Poland, is considered the worst disaster in 100 years.",1,"Ladek-Zdroj, Poland",flood disaster
"This is what a hurricane on Saturn looks like.
NASA..",0,,hurricane
This simple large-scale action could stop floods across Italy,1,Italy,floods
"I lived a block from the huge fire that gutted the Marina in the aftermath of the Loma Prieta earthquake. 

I will never forget witnessing our first responders in action. 

Thx to our firefighters, police,  sheriffs. We must elect a Mayor that can manage a public safety crisis.",1,Marina,Loma Prieta earthquake
"Farmers from around the country, Kentucky in this case, are driving in feed for farm animals of the Appalachians affected by the hurricane.",1,"Kentucky, Appalachians",hurricane
"With the flood of immigrants, Canada's public transit system and other infrastructure systems are overburdened.
The Canadian government needs to invest more in infrastructure, and China has the ability to provide the most cost-effective infrastructure.",0,Canada,
252511M5.3  #jishin #,0,,
"#BREAKING: Hurricane PATTY still showing Formation then Landfall in FLORIDA!

Possibly a 2nd landfall in the southeast!
(HAVE A PLAN- Please share!)

Plenty of time for change BUT we have now seen this trend on models for a few days now!

We broke this storm down and explained",1,FLORIDA,Hurricane
"LOOK: Former Vice President Leni Robredo calls for the urgent need of pump boats to rescue residents stuck on their house roofs for hours.

Many of our rescue trucks have stalled due to the floods, she writes on Facebook.

Rescue boats donated by Robredo-led Angat Buhay are now",1,,floods
"One of his inventions nearly had New York City topple by accident.

Tesla was tinkering with resonance. His earthquake machine shook buildings. Police intervened.

But imagine the potential. Weather control? Unlimited energy? The possibilities were endless. And terrifying to some",0,New York City,
"The BidenHarris admin had a C17 loaded with supplies for the NC Hurricane victims just so Kamala could pose for a photo op. They never sent the supplies to the hurricane victims. 

#Kamala4President2024",1,NC,Hurricane
"Robin van Persie Editleri

(FLOOD)",0,,
"             

This Bible was found sticking on a post, open to Revelation 14  15, during clean up efforts after Hurricane Helene. 

Go read those two chapters, come back when youre done and tell me what you think 

  . '",1,,Hurricane Helene
"La #IA lo sabe, pero nosotros no lo aceptaremos. O si?",0,,
"Quezon City DRRMO is closely monitoring the identified flood-prone areas in Quezon City, such as Bgy. Bagong Silangan, Bgy. Apolonio Samson, Araneta Avenue, and Bgy. Tatalon.  via @ZyannAmbrosio #KristinePH #FloodPatrol",1,Quezon City,flood
Hurricane Kristy intensifies to Category 5 (160 mph) in Eastern Pacific! Expected to gradually weaken this weekend as it tracks NW into cooler waters and higher wind shear. Currently no threat to land.,1,Eastern Pacific,Hurricane Kristy
Canada,0,,
